output_index,source_index,selection_rank,uncertainty_block,selection_key_sha256,prompt
794,4022,12,0,00af92945666eb4345964dde2eef846714cddb53fffbbdf2a4365b31d429ee5a,Laptop with computer monitors displayed on wooden desk.
795,4023,480,1,19f7cd918f1e66a6414e14f638b0f272c887aeaf05f9244fec868424af173597,A desk with a desktop and a laptop computer.
796,4025,234,0,0bab2f677a930cd69cfba537f15b5f3e87555d89eaaf1d8ab35583f5cf3ab3f8,Two tennis players shaking hands on the court
797,4029,803,3,2971ceb6ec4a817bab30b879badf89afa06b4786b4d5e4e19ff94302ba0c863f,a remote control holder attached to living room furniture that is full of controllers
798,4031,38,0,0221101c34f0dcb6ee4982ddc9591f22cf941d1b8501a9c58dd5c4461c592b64,a woman in a pink top with a video game controller
799,4036,179,0,0949afd5a45a950e561dc37904c68bec79b872b6928a0167f3f9a52a5984fa69,a monitor sits on a desk in front of a keyboard
800,4041,508,2,1af46a4f6f0fe87545c9a0d9d93984fdb4fb958d9779dfffea74f3a07f751bee,A group of people standing on top of a sandy beach.
801,4048,634,2,20dc30218a43a8ca891e45bd8a4b30067aacbf77e36f7c245cf93a2e02fe696e,The refrigerator door is covered with many papers.
802,4051,976,3,32425c04fa611cba600dcfb50bc98d281cd4d5cdf7471e50d279fffa1c38181a,A group of people  standing around in the kitchen
803,4052,56,0,02fd5891767a8c902acfe56d5d788201bb6f0fd10598380dcf97277524b2e2c0,"A small long haired dog wearing shirt and bandana, on a leash."
804,4067,3,0,0037af845b41d800d0c280571ed33beb163a078a11c822047996c537e27719b3,A plane is parked in an airport field.
805,4077,922,3,2ee09897515b2572cacaf216856c6e5c7aecd7e862e85b1ffedc31b2ac2fc1d3,a red white and black bus some people and a building
806,4091,42,0,024303ec7670fc96f9411ccc725d695f75c7ce4b662da9c3831d30bc3706e324,"A street sign marks the intersection of 3 streets, while three housed stand in the background."
807,4092,68,0,03dbc2f165d106a3461423e8c1df50f8d646745dd9ba078302eeea9aa76f059c,A two sign sitting on the side of a road.
808,4094,764,3,27fa55c8ac261e7e212add53c7dbbaa87a295720ef62014da825d00bc725f8cc,A train traveling down train tracks near a train station.
809,4102,527,2,1bd302861bb28d228d17ff82173f0468e6f32746a56cb0641860af14e7e4e40f,Washed clothing is hung out on a clothesline in a cattle enclosure.
810,4113,923,3,2ef0cf2053ecbd08065fefd0a548118eb28ddca2396296256a17725b63eea156,a child holding an umbrella with a person near him
811,4128,373,1,13d40f9e68248ba137d3576d18abca8be516be4f17d7110e6358fde3dc748155,"A glass of wine sits next to a bowl of soup, salad, and a plate with a sandwich."
812,4133,736,2,265dc69ef5ee1bbd1eb18fb89bd0e23b09ca5c6c787801f5ca749b8788d2868d,Canadian flags flying along a fence where people are standing in snow.
813,4141,146,0,07a4b4f049579ac14b68ca488672cbf35d8bf98f4bced039041339184ee5d80d,A girl sitting on a bed in a room
814,4143,955,3,310b66367d4f3444d2231f6f405e9a6e7784d0e7d191deb784a48fc57b24e743,A pizza buffet with many pizza varieties of pizza on plates.
815,4144,884,3,2cef882cced57d508878b9809d31c5347c01b8d5c5f33004c1f2a5ac773d1dba,A man on a court with a tennis racket.
816,4148,603,2,1f9705cb938d5cbcf78415908ff6dfbb8d26829f2ccb0d2fc541a185c288f45a,A pizza and salad is sitting on a table.
817,4155,423,1,161c9935ea11184dff86d5eca005c33e3ec78cef5901b2022accf2260e3dcb0f,A woman with backpack flying a kite in grassy field.
818,4156,398,1,149e74022ab276ea1e11178566e947e7503dc6b38b5fcf7714b25cd9f09053a8,Multicolored wind socks hanging from a patio roof.
819,4161,860,3,2bbb0cfc803f45aa0c3ef3f7eb44e5640c91b89930fc4f6faae52bb46c69fa14,The baseball player is practicing his swing for his favorite game.
820,4172,319,1,10d22614d1cb9abf52b80ace642f8e7b57500c6a896c5d9cbd50ef904a133733,A dead body sitting inside of an open refrigerator.
821,4176,929,3,2f56ac0929c38fef4de570d03a158b180dab994e1bb39619fa8641468c6fd082,A european city in nice a sunny bright day
822,4189,568,2,1de8de3fedc19498fb6ef7b04f5cbd0c33adcc3dcf59f16f88fff1deb58a9d3a,A light blue bicycle chained to a pole on the sidewalk in front of a red building.
823,4194,74,0,04417e497e698203176e47525f95b3d7eed6f43647d04988900649f54ced6105,A hand is reaching out to the top if a toilet.
824,4196,419,1,15dc273e445a9985fe9b10fdad518826b36f77516af125def6c489e21ccf2f27,a man and a woman are standing beside a red motorcycle
825,4201,321,1,110e9cfc025b4defa74cdc964557d433f8f679eb7c1ecbe626530152291b3d6b,two signs that are advertising a mexican restaurant.
826,4205,94,0,051859cc23b532430619c1fb3d8db07c84135b73139d1479fcdf01b931f25a99,A bedroom with built in television and open fireplace
827,4220,165,0,0895c27c4be820539bf7137f8e64c471bc90e526b4ea4988ce6db3640a37659d,A bus is driving on a wet road with many green trees on the roadside.
828,4223,651,2,21928b779c3fbd8e71a357893210e0a2ac2c1ecb12e948a266111f8fdbf371c4,Man using a personal laptop computer next to an open breezy window.
829,4224,639,2,20f892666db7ce961ac7f9c61609cb06a8925adfa21aefb6c7db0f7fdc920f75,A street sign shows directions to highways and towns.
830,4228,413,1,159372ab84158b251221b4e8aba2996e23af4221071e13f7a81f729ca3c2cea0,A catchers mitt sitting inside of a blue baseball hat.
831,4233,154,0,081fd6dded42ee3807d034b190c639f5d2989fee65c77f92de20aedcf2e4f390,A parking meter next to a handicap parking space.
832,4246,918,3,2eace25e566a513bede1c0f47eef5ba747f5e43a8d92f511e21e5a10095d2f7b,A man that has the ten commandments on his tie
833,4253,122,0,06b8ba26a4a216098c21dfbde70d5728b7fb7df445daa8dfe1d45e85c0c931f5,Two dogs and a cat sleeping on their human's bed
834,4257,776,3,288b48825cdef7a75c8da29e4201ce228860bd54a90d955bd833e9b455d796e8,The dog is laying down on the couch in the room.
835,4267,575,2,1e1845e63c2757b9ed337dc94b0558c5531aefba689d0522c1646cbb66b00998,A man looking over a full stand of bananas.
836,4273,944,3,307aca791127b86077131b63c743266236fe1512857728489b829f6abc96e637,A play of food next to a bowl of rice and chopsticks.
837,4277,184,0,098149c5f94246736da43fa0bb8777a1c2e73c548ce4c6263c83bd347732d63a,A surfer is riding on a surfboard against a wave
838,4278,716,2,255e3a982a0f52c4e10e14183b742a900a6447655f918ba8bd593132cec02de2,"A plate with creamy chicken and vegetables, a side of onion rings, a cup of coffee and a slice of cheesecake."
839,4287,106,0,05778ad26bed1ce8c04c9b245cf4b26a9ec9fa0c89abb4f8b2c6df36c827389f,A couple sitting on a couch holding Wii remotes.
840,4293,53,0,02acc75294c3f78a9b7dcdb0da5ced071599eb089189c14ac0e4fd31e5686455,Two women play singles tennis outdoor surrounded by trees.
841,4296,121,0,06759857f322e51ac586bc18420aee40d855c297e0c1676f80c187ebb063b74b,A woman is sitting holding a bug swatter shaped like a tennis racket.
842,4298,452,1,18371e12a4f7e6849f8170c93b1cc3c4e9787bb159acee7b4700e8d9b2de2582,A frozen pizza in the oven already cooked
843,4304,986,3,32d01538c1ca4dbbab222ea245699602682fb637b8ae68b90f775872fdda5f0c,"Parents and children, some with toys, in a park walking in line."
844,4305,515,2,1b575c8663f93b04b882c7cb34ea8c1a0b24f118e444585771e107682668df96,There is a large clock in the foreground and a large building in the background.
845,4314,349,1,123fdb140e7912d203f7e8f833eca3b04200af85b3c807345650a853253f5be4,A man in blue shirt taking a picture in bathroom mirror.
846,4317,112,0,05e43437b5909d7fd8cf06e933bab5a6e276d5e39e4ebb072a3412f145843acf,"A view of a bathroom, with two urinals in it."
847,4321,32,0,01ed644fd4ce6da9fdfa949ea9ae812f688705fd229dda10271bd901a90f61af,A tower white with yellow trim tower features a large clock.
848,4323,221,0,0b2107b391a63a731ee7c0249f417a2b9210bec0ae9331af422e99ed6c8a3708,"A laptop sitting next to a monitor, keyboard and a mouse."
849,4330,616,2,1ffcc498f56109975b9dd0cbae2974d7841215b954eb4c33a0daf36a7e3c975b,a monorail going down the track as a bus parks by the side of a road
850,4344,493,1,1a7407212e1f8fe86a5f21b096e240d6ec111163e65d4a3cb1b69a1ae94e1336,A cat that is laying down on a chair.
851,4348,11,0,00a1a4823f6b95d13733c6e314b8051b0959e42c4424e03fa57c98b444d04a2e,"A deck area with a chair and two backpacks, looking over a large body of calm water."
852,4352,163,0,088dd4189212fe2c1122a130281bb9a11835d3c0033bf33ea13db6ccaf2f99a7,People walk on the beach with boats nearby.
853,4357,661,2,221cd47aff25db2f6bcf95ec2ddaca1919608c039757dee8bb645fef9621b505,a couple standing together and posing for a photo
854,4366,482,1,1a09945b38ffac64080bce1c64583ef37c057b5b5efb98d95ffcba8f82992d70,A man who is jumping up to catch a Frisbee.
855,4372,152,0,07f4969470ce031eac126607415e45e3df47e94b35c29322bb0f0fb5f9ae5e3b,A pizza in an oven that had a lot of cheese melted off of it.
856,4373,719,2,2570c36785bc371ceea85babbe9315949acf12b9696b6c08154830403d44a81d,A baseball player is posing on a baseball field.
857,4375,478,1,19bf14c94dc754c44baf5c94c7a978d86afaf8d71624311c19d39845b3d19d85,A woman stands on skis on a snowy hill.
858,4376,23,0,015e6941c38bad54b067dca28490f04bb0d6cd49ed49f35961bd23ec26d04fc0,This man is riding a skateboard behind a dog.
859,4380,170,0,08fcf7ff32b2c664fdf21d9e75e58eb46aabb1d8cbcb3f99006db9deca290bd4,A couple at a wedding cutting their wedding cake together.
860,4381,145,0,079e25edb59829b7bc702f20370ada3a25296a218de1f841c1bbc5f04508668e,Two people are out skiing in the cold. One appears to have possibly crashed.
861,4382,529,2,1bde0f36f60da081835a6683911fc6dabcf04af2a9cf84957d21b5268f008211,a close up of a burrito french fries and a cup of fruit
862,4388,113,0,05e6252376e6b71c9b2719a10eb22b8fa9282c8a071fca007abf7bb5621bd3d0,a candle next to a bunt cake on a green plate
863,4396,342,1,11e38f29a0540ba26c2f09f9159cd99c6b1b225d12d91747030ed8fe2ce7181f,A small child is reaching for the camera.
864,4399,664,2,224cac79482877015ace23b718a99578f4fa17417f69f40095330fceb2e198a1,He's almost got this tennis ball at the end of his racket.
865,4401,188,0,09a50e988c60eaf044764d0d46e15f276f8635f550896f3f50e088940d9cc39e,Professional tennis player on clay serving the ball
866,4402,298,1,0f56685bbd02b8edf1df60cdf4fe358aa411584e5198930dbbcb4bee8ebc08f4,A man cuts a pizza to serve with salad and wine.
867,4408,153,0,0807215a7970520dc11ed66eef2cf1b1f3d9c626a2df39e3c7646c7335faec2f,A couple of people in a room with a remote.
868,4409,547,2,1d12b4ef71c771ea7333d50dc0f39879ea85a70c6824e042818ef79ff58cb649,A man laughs while looking towards the floor.
869,4412,451,1,180fdf7f8df946d7b3fa8ab1a8a10577b07c235f64aa64de1e90244120b61739,A POLICE OFFICER IS SITTIGN DOWN TALKING
870,4413,387,1,141ea663197de890a4304e7fb238fd85099ce5df5c0af60171a57738b8bfbb6c,Two women leaving a beach with kites flying in the background.
871,4414,299,1,0f5946cc005d6706c561c5535cffe3ca45b4547f7a03dc6c7ab0cb323d5bebb1,A group of people flying kites on top of a sandy beach.
872,4416,180,0,094a2aa239776bcc736f3414a5a31e747fcbaab807c56fc48e3a2205cb6bec40,a big clock on a pole saying it is 12:43
873,4424,732,2,264550f930465d320f9495662d31053736347fae029ef94a3fec2b049d396dc2,a person is holding up an old cellphone
874,4438,760,3,27ea95c5f010625df59d2abf9fc0a15c04a05fb48e13ef7e43fcc0fe7abfba5e,Decorated coffee cup and knife sitting on a patterned surface.
875,4444,643,2,213818df4779075d8e30506f6247c5b73a8cc31397e89cc7fbcced3b5b130dfe,"A sunny office desk with computer, laptop and phone"
876,4446,953,3,30fd71e4c6afed688fb10e0780d075e8bb7e5980cb0a1f25d7e66a15c3f5e48a,An orange is sitting by itself on the bench
877,4451,214,0,0aa961bb9d5fdf2b9398f1e9c08f1738521172eb4f1515b7a349338b045cf675,A storage building located near a town park.
878,4452,343,1,11f1e695c0b25384ec0d890afa088ff50414a40bc9ce128126ded762fb7e2a72,"An old fire hydrant with a bicycle tire on the ground around it, on the side of a road."
879,4453,409,1,153728c3f5327930fb6c59fc277a09a1187eda5dc46f70520a0aa0a957d06c11,Three empty benches face each other beneath a canopy.
880,4457,855,3,2b893953d8296c22b05de71fb88e8fc1bc94fe908ca4132967f2667d37751f66,A blue and cream-colored bus is parked on a cobblestone surface.
881,4458,426,1,162eb6e438e81bd0e2b30238f58fcdce6598caf4b0d16777f229a0534046d649,a street sign on top of a stop sign
882,4460,833,3,2ad296cd6e5df9af10bb65280f2851e0b18eb0753070b3ddc38b8bfd3cd6e881,A road sign standing near a telephone pole
883,4467,854,3,2b866a13092cde9cf828e4cf5a885d38540240c0a31259153789023aeb103cbb,the man is working on his laptop while he waits for the train.
884,4479,344,1,121853b4daa0f17818a2260c60ced1a7e23b8023df11c04420511661cb11676c,The man sits at a table with a bowl and three beer bottles.
885,4480,915,3,2e73b84a5208a88ee00c89be7eb8c6052eab92609dea25522d6edf472115564c,A large white boat in the open water.
886,4495,469,1,1960b5f71990a0b9e04b40090666717a935904b08c6b0d0b853bee7341f8f4c7,A shaggy dog is at the beach with a frisbee.
887,4497,851,3,2b7a1858eda6a34582078469fd426556f01a53172c522600090d72d544a21696,Horses racing on a dirt track at a race track.
888,4506,995,3,331b18e23f0211682e9748de3d149bb3c3c13f09ea1dd9a854c6266e0a019991,This is a still life of fruit and an old man.
889,4507,552,2,1d407ee901cb8c81174a2cbcc40c32dd5ea86ac4b3ab74862735450545e302df,A group of people riding down a snow covered slope.
890,4515,445,1,17959082d5ff1a006aca4c83fdd508d523b63a0a39339b05a72ad5f3e68ebc8c,There is a surfer jumping off of a wave
891,4517,217,0,0ae7acf9bb5ebc4f1c2dcab213c6ea6aa5f1743c62947b023493442973714ec3,Several surfers paddling on their boards out in the ocean.
892,4518,881,3,2cdb46042fab0b6b5932f3fb56908b3787d6ceb85d80b3ce4bcf68189490067c,A bedroom with a picture of arches above it.
893,4526,532,2,1c00b2bb30db7854ce9e0099dcbb9d297297f80b152ed951eb5d0c80969157e4,The group of people are really into the game.
894,4527,629,2,20a7e59c0cce90ce66d596a23804683d9a29c582d807c430e8c54c57f05644fc,A young man standing in front of a flat screen TV.
895,4532,641,2,212a90250758f29c4435faec455eaf24062bcbd797b6219aaadff228ad2adf0b,A baseball player hitting a baseball into the air.
896,4533,799,3,294b487e31e98f980b13815b786c2a90940c793b76778b717a21f3c131e2d8eb,A little boy in a black baseball helmet and a red and white uniform with a blue baseball bat.
897,4536,889,3,2d2cb45c614d475e3c5a1cf9cb731cd115cb5f8daedf3045c5e06d3dc0719c8d,A man on a tennis court holding his racket and waiting
898,4538,167,0,089f76d8cd76c9b08f3c01e2c7ff5e390a5f93040714b0c1c357f0a3e6c58906,An empty street and steeple with a clock on it
899,4543,567,2,1ddac10baca40f8dee19fdc5d5637fb67f1356cb493eeaa1f3da25698d9f4acf,A man with a cup of coffee and a cell phone.
900,4549,996,3,332acff1503ff66a5e0669a6ebf70659124081e6a4bf4226db54140b78fe2cd7,A single white rose in a glass vase.
901,4550,828,3,2ab1840eef973598de30572e6fe63b2b12ba254faa6008a100c61a3691d097e3,Little tedy bear attached to the dashboard of the car
902,4551,248,0,0ca78575e94183c0a08dd36953dba8818cfe565260547760606abfef5e8c8a72,A tray topped with a chicken sandwich next to a cup of fries.
903,4553,591,2,1ee6ed9e79210a79a4b1ab84434d96cdab43196cdd3997a3c78ea76e573611c8,A living room and dining room are in pink and green.
904,4558,762,3,27f4238cd04fd62d8af6c4b80e6429a5f02e170554b392ce7f98438da9903391,A girl is taking a selfie while brushing her teeth.
905,4559,192,0,09c828f16ff5c231fdb77e10ba9b9f58fbfc69debbbb1cfd6e93a0d9b24ca8e8,A black and white cat laying on top of a jeep.
906,4567,70,0,03f4f0e5e288445506d665ee17ab8f7eaad34ef10745e8b4131d7e7a569ddb4a,Two giraffes standing next to each other at a zoo
907,4576,156,0,083992ea4a83c62fb6ba45e349763050f6f36736f2124fe0512b65985f722ea5,A Cave sign is next to a restaurant and lounge.
908,4578,574,2,1e127280d20d2e072d7735586b7afe6be53c19772b1aa87fd5517bdeb43377e9,A long orange train traveling through a rural green countryside.
909,4583,972,3,32219c84565d6eeed8ca652233fc09944ab4f86a2626c83ed0d0504cc364d780,A black and white cat rests on a couch on top of a remote control.
910,4584,415,1,15ab247cb8f0f14397788c39a232b54fb7f6db44bb9775ec734b036893c73058,a cat sitting on a table next to a tv in a living room.
911,4588,237,0,0bf1fc30b815c9da35b2cebc668cd68883ff18e9215e1ebb43e3e511c131c7a5,A colorful cat is next to a keyoard
912,4592,636,2,20e2dc845228e7df2f632875485266d0977efa346b11668aacf7f79d132b0ac0,THERE IS A PERSON ON THE BEACH
913,4601,826,3,2aa3199f99ef426d4f01b7109c9f8a486855021455f86258cfc9457fd4c67ae9,White show horses and handlers performing during public event.
914,4613,563,2,1dba660cd547f499780ba128e04a63dc92099e9b7b9774b6f0213546bb293976,People walking and holding ski boards on snow covered ski slopes.
915,4616,80,0,04917457ce6a6d45fe4255ecfee2635c416c6fa607c9bbaa39f92f647d2d9790,A very cute lady holding a hot dog to her face.
916,4628,979,3,32502afd66c7756a768bf1cf024010f6036d5d7d8073ccb7e2564844f8daad41,A woman holding a tennis racquet on a tennis court.
917,4632,328,1,11404f10cff198d08aa5f12791b80fe0c54154e9b6c8c9a6ac565dc21dc27197,A cluttered living room with figurines on a display case and photographs on the wall.
918,4636,250,1,0cd2909fa9817ce2fa35eb620a39bc0f2c2594b6a23200afdbb3f681234314b0,A person flying a kite high above buildings
919,4650,24,0,016f114cc771b9e87e15fe50ef882ca456470bb4b614fbdf85772be2739e3844,A group of young males sitting around eating a meal.
920,4655,378,1,13febf0cad1b541d4a0e47eef449d26101e9aaecfd84197c197b7f3cea22dc5c,A man standing in a kitchen preparing food next to other cooks.
921,4665,715,2,2553c0e8d72b3fc2998697374936fb6754922f9545a6a16014d06d9f376f5baa,a bathroom done in almost total white
922,4666,442,1,1744abb043b61db18ed1eda4478fa559ce6a9e19be10890e89290cafad57c3cf,A bathroom scene with a modern toilet and wooden fixtures
923,4668,709,2,24f565bde02c75cb20df4a3809759f9a90bc6a7a35b3842445892246372e05d6,a number of motorcycles parked near each other
924,4672,701,2,24b8dc8ecace3917719a16a896e47712c4c985d595455a2396563d5a9ec25779,a close up of a motorcycle parked near a building
925,4677,332,1,11972403a412e6e3711d088098ff0444a7bcaa0fbaa9d506907c999341f412da,A plane flies through the sky at an angle.
926,4688,595,2,1f274ad147cdf5ff9e7d95070ab6fc7702cd579a50194406eb3394f7e50d13f6,A small city bus with advertising on the side and back
927,4690,292,1,0f231952f313b299543cdd9d08b8e431f59625d88668e1df728a961d9f504ece,A man walking towards a blue and white bus on street.
928,4695,806,3,297cc025cbab3a57f429e9d7451e4797daef656e756e0e8e3183d26bc76454ad,a large bird perched on a rock on a beach next to the ocean
929,4700,62,0,0351b90e44dff351227f53918ddcc5ae016b2c618e531eeeb01053372160157c,A train traveling down tracks towards a train station.
930,4702,971,3,321d7f95cafa39c3bfdef07d115fc82cc3199bfe6dc5493acf50d3984fe2659d,The locomotive of a train is painted yellow.
931,4704,497,1,1a90c699a83767e0e167687d87bea831f05d6d582a06bdaa1672d8569a8b5e46,A train riding on a track near a platform.
932,4706,561,2,1d95bf6f5aa7b88aab4d59774b8cfd41f998a8eb87dabfbf45d8cfd050dc8ab7,A yellow fluffy cat sitting in a window sill next to a window.
933,4708,604,2,1fa225966a2245193167c8c554d3a04a8d35a65e6f9ff44f37f9f8a33fbfcd1c,The man in the business suit wears a striped blue and white tie.
934,4715,659,2,220a9c856e7c90ca9c49827a8574d7701afb8f96d1f697cbe78a10289450aee4,Woman walking a small white dog behind her.
935,4725,838,3,2afe18bb60446ad4c0c42828ce18bcc692a02e2a060b68e985343e205703530f,the fruits are all in a container in the window.
936,4726,169,0,08f745c51a6b45d86f4aa6f950387f24dc236b4b0c4d3aa213c6a0e1c1d0d1d7,People waiting in line for the Ski lift.
937,4731,927,3,2f112f5648b99b1fe79dd12f2fe9fdea786fc17330d77873186cc272317b0b6d,woman poses during a cross country ski run
938,4732,20,0,010dcf7481e360fd227f820665c32149245b08a249b1817febe26b54f260529d,A young person riding a skateboard at a skate park.
939,4734,105,0,0574c97bf8914d688579b23580770b9383180230cb48f4c1f2844a7642e298a2,A sandwich and side items next to a small serving of orange slices.
940,4741,652,2,21a2130804ad9524c1abc3ed580b377741141d5ed0865046f97f830c59064858,A sandwich display and a sign at an eatery.
941,4750,779,3,289a727f711502db2208914b857713434962b4771d1937133cc11b24e71ca931,An older woman sitting at a table with a cake
942,4762,537,2,1c41510b566c0f42e3303bf68cf4392bd0eb6be87ebfb72aca960f148d3393c1,an image of a man walking on the sand
943,4763,708,2,24ee5316a80b85af2e7c0729d11b93429b27a1b7326a7ce02bf7f0f76ea4c27f,Various kites near the ground in a field.
944,4771,383,1,1410adb3c8f983de95b9345f4d6af2663a2aef3ea62ef53e69e72e61b3838034,Two teddy bears sitting next to each other on a couch.
945,4779,379,1,1404c3efbe4823585e9ce5f8aac75e801bbd353959e37f992a445a6ddcd0cf1f,The large glass plant vase is installed into the wall.
946,4782,726,2,25df470070c2d173fb4270c8cd225822e99c4261e1ee4cd78c56858fefea73e0,a small child is getting their hair dried at the salon.
947,4783,623,2,203583c5d8ada8e227b955581a8eec9397a8d2088eb15c6d44a5675a071e5466,Two strawberries sit on a plate next to a milkshake.
948,4784,467,1,194462484c544b1beadb91ff0be5850206f8eafe54b96a7269893d887fbeac3f,"A plate holding seasoned meat, string beans and one fork."
949,4785,60,0,033ddfeceec135ab912103994081ffc799e641b5b2fcbe3a9bce019504814f0a,A small child is smiling and there is some dessert in front of him.
950,4789,403,1,14e7c41fe0c96550416ae4dae0d06caf6e235673340d373c18d4bab0cf0a92d9,A sink that is in front of a mirror.
951,4790,369,1,13bf07bab25a801a3c487381515ed0c3ca304b3e0fc73cb2f21194a5148a0880,A commercial bathroom stall with empty toilet paper holders.
952,4794,130,0,071d7baee84b0c9996fbfa45f0381fb3bcc4cd7a399d5942298ecc46e1f49ddf,A public restroom with a toilet in the floor.
953,4806,412,1,155cf1c6439d635ae31460c9851bd9a1e2627bb1f720807ac511d49632537f67,A giraffe and its herd standing in an enclosure.
954,4807,829,3,2abdc99c67c01bf4ef607f4ce4ed8c2462025f32a76284caab07c82be7708132,A giraffe stands alone outdoors at the zoo.
955,4810,691,2,23d807265f9d53975d6e9d3ca66a18b63472f2f6207d1a45e3c59fc4aa023501,Double-decker buses sit at the curb in front of an old building.
956,4816,703,2,24c0275219dc7c46cf60e353fa328e1fd8311ceae97d7875f2106d54f5d436c2,people walking towards a parked bus on the street
957,4822,742,2,26c09b07ca59f4ed7b55cc06203be53ce1b2b03b2a9c886ea9ce4f82274e7e79,a wet city street with cars on it
958,4823,713,2,2512bc17694bb6f6c7efe6ff716310dd050a0a2f78aeec441447768dec4f60fd,A light blue bird perched on top of a tree branch.
959,4831,792,3,2915b3521e8a477776e5d22aa99ed4376a43c697bb37b01f4bfbf4e5834e8405,A stop sign on post with a building in the background.
960,4837,867,3,2c31ced871242c6e433a300e9b1331e8572b4f53d33d79186565ddf4f336e494,A large elephant standing next to a smaller elephant.
961,4844,345,1,12187481a0ec94b694e92bbf10376b4f5f68ec2a0ab670575c3765c9c8abafa7,A couple of young adults walking along a little path carrying a couple umbrellas.
962,4850,313,1,106b8a6ac15bf167f79076d93e5b63ea41c3d205e61a108e6e880f07506cfd41,A bear walking up on top of a wall.
963,4855,90,0,0509e240eb01c0403db19c4dcd55c7c257c3021354801dab756261b4488afe98,A young man holding a frisbee in his hand while standing on a field.
964,4862,769,3,283ac015f161b1d0300b3c74f1018cb9bbff01582a435199866b763786152303,A group of people riding horses down a small road.
965,4863,44,0,0259f532896b599fafff23639e21238454490623c150e84f2e95e48b30cc96a6,A boat can be seen at the edge of the water and a building is in the background.
966,4868,355,1,129305772d350a4f4d6f1b675fe063f80510548d5d0e22879e3f4893ed0507a7,A bunch of cut meat sitting on a cutting board.
967,4873,443,1,17740894d0c072e5171660b394916270088172eba5ac761ba9c0d7fff1ac3960,A man riding a skateboard up a flight of steps.
968,4876,907,3,2e41c75044f4935940d9e5991d0167f324cc80b4ecdfb8521d94d6189b09c4a0,A man sitting on top of a skateboard on a street.
969,4883,519,2,1bb355016ac3b95095ee61f35e847dc74bc4862cd8598fccff5e2bc1b95ac039,A surfer in a wetsuit sliding through the water.
970,4888,902,3,2e09b4a0a8ee7508c4afa57e2e5331b536bd82e4bbc6916d17e95f0bddf3b5e4,Six different pictures of single slices of pizza.
971,4894,173,0,0926f8ae1476984403d9bbae4dcad1e05b30e2df72f8e0b0890165cc6a0e60aa,A man is sleeping with the covers pulled up high.
972,4901,898,3,2dc2a73bbb76cb2913fd08464bf4230470797cdf99325b4a2a66343b98d39d40,A pitcher throwing a baseball toward a batter.
973,4906,586,2,1e9b8838186c99badb82c1d91ed5f5c283e2effaa315620f58471ed69f511271,A group of people are seated around a dining table.
974,4907,434,1,16d0ee6150170e4bfe7bde489e5cfff95af498ffe4c8cecc681ead76e0dd1d58,Four pans of pizza set on a long table.
975,4911,755,3,2790a9dfb237ccb57401bdf307b4cf5aa691a5c68890e162deb9af858b40bd5f,The workers are working at their computers at their desks.
976,4912,26,0,01a8cda900604081e86ccd08dfcba0b14c33a30e483209da2113be51a0c94808,Two children use their laptops in a room.
977,4915,418,1,15d9bbb9d48f61c2cd9eb030788a95477a3ce1813e6955a8f60bd3a72ffd3aaa,A man sleeping with a phone on his cheek
978,4917,98,0,053838bc9bfb68982f09874128b428ef4389c4e0a2a9c997bf775febcf39dc73,An open refrigerator door on a kitchen floor.
979,4918,590,2,1edf3417e11527c3b6f26c4dacc2bce3504b46f775725be5fcfd5539faeb797a,A clock in a brightly lit room with windows.
980,4926,908,3,2e47e86041be6df0c3f5c720cceabc1f0ae0ed7689de17d163723a34a4242f8c,A small kitchen has a checkered floor and a window.
981,4930,830,3,2abdd933680600860b2736056b607ac6100a20a5a78d33a9397ffa4bd1514b43,A bathroom with toilet and sink with lots of items on the sink counter.
982,4931,251,1,0cdce07213c285d478fd14330a7d19e9e6736c09b51c98724e8b7a2374622194,a cat is sleeping on the hood of a car
983,4934,642,2,212e6773a63fc3a73e1ec1ebfc1dce88a8b2cabdd6efcb555f6766e781e9825c,"An airliner as seen from the ground, through some power lines."
984,4937,717,2,256de5fb810b5c694c46cc039dec8cc47681b28159e82c2d482c064b605fd77e,a herd of giraffes eat on some tree leafs
985,4943,619,2,201396d95d8a7b0446a52a549e39df78281cc1b38e0e93845cc5ceaf776117ca,The woman sits on the curb writing on a notepad near a fire hydrant.
986,4944,722,2,259744554e1e94cc836ad5d1b489cb9abd1f8a93bb93af6aa68f28c6c862b337,A bus traveling down a road beside a motorcycle.
987,4947,269,1,0de48566d776fa7685e6bff677e1de9a9841ed2661c9869b8b8bcf0e369bedfa,Two giraffe standing next to each other on a dirt road next to a grass field.
988,4949,783,3,28c7259c1dd6a13d867d8db30da30174433075aa6efd2bdd32d75539985efaab,A herd of sheep walking along a road.
989,4951,233,0,0ba49cd442bef9fb766e58e9b97175f0b79818b4ec2de0a6e94d4e15a849d5fb,A train rounding a corner on the tracks.
990,4955,312,1,1065c47e5b10d2c9f74d49a5019917f108075b42d5e042ffd7fbe870945b90b2,A truck transports another tiny truck on its tow.
991,4958,638,2,20f1a14dcc2e3ddb73172204014f80a51db825e3e553461ac763f138def26dc9,A cat sitting by a window watching the rain.
992,4962,646,2,21683c11d8058047efcc4004e48a5612580a71ef8e89115f1f7f522a108b2073,Many tourists riding on elephants in a river
993,4963,397,1,14983b6776837ab86cb69d702f894e9dffe6e8e2cc0b4de2d0b92ddbb0586821,Two men sitting underneath an umbrella on a sidewalk.
